Datetime,Open,High,Low,Close,Adj Close,Volume
2021-05-27 09:30:00,138.52000427246094,138.85000610351562,138.25999450683594,138.7899932861328,138.7899932861328,1130815
2021-05-27 10:30:00,138.7899932861328,139.08999633789062,138.6199951171875,138.75,138.75,831671
2021-05-27 11:30:00,138.75,138.86000061035156,138.6300048828125,138.71499633789062,138.71499633789062,404759
2021-05-27 12:30:00,138.72000122070312,138.74000549316406,138.55999755859375,138.57000732421875,138.57000732421875,256502
2021-05-27 13:30:00,138.56100463867188,138.60000610351562,137.97999572753906,138.1300048828125,138.1300048828125,723088
2021-05-27 14:30:00,138.13999938964844,138.24000549316406,137.97999572753906,138.02999877929688,138.02999877929688,589731
2021-05-27 15:30:00,138.02499389648438,138.1999969482422,137.8800048828125,137.9199981689453,137.9199981689453,1599761
2021-05-28 09:30:00,138.61000061035156,138.89999389648438,138.4149932861328,138.4949951171875,138.4949951171875,899900
2021-05-28 10:30:00,138.49000549316406,138.8300018310547,138.49000549316406,138.77499389648438,138.77499389648438,503285
2021-05-28 11:30:00,138.77999877929688,139.18499755859375,138.77999877929688,139.05999755859375,139.05999755859375,440248
2021-05-28 12:30:00,139.05880737304688,139.1999969482422,138.79010009765625,138.79879760742188,138.79879760742188,431280
2021-05-28 13:30:00,138.79800415039062,138.89999389648438,138.66000366210938,138.847900390625,138.847900390625,468095
2021-05-28 14:30:00,138.83999633789062,138.89999389648438,138.66000366210938,138.77000427246094,138.77000427246094,581768
2021-05-28 15:30:00,138.76939392089844,138.83999633789062,138.3300018310547,138.42999267578125,138.42999267578125,1215065
2021-06-01 09:30:00,139.02000427246094,139.1699981689453,137.7100067138672,138.1199951171875,138.1199951171875,1513381
2021-06-01 10:30:00,138.1199951171875,138.27000427246094,137.47000122070312,137.99000549316406,137.99000549316406,1087952
2021-06-01 11:30:00,137.99000549316406,138.13999938964844,137.77999877929688,137.98899841308594,137.98899841308594,571136
2021-06-01 12:30:00,137.97999572753906,138.10000610351562,137.75999450683594,137.89999389648438,137.89999389648438,533217
2021-06-01 13:30:00,137.88499450683594,138.1300048828125,137.85000610351562,138.09500122070312,138.09500122070312,674018
2021-06-01 14:30:00,138.0800018310547,138.33999633789062,138.02499389648438,138.02999877929688,138.02999877929688,868709
2021-06-01 15:30:00,138.02000427246094,138.0500030517578,137.6699981689453,137.77000427246094,137.77000427246094,945124
2021-06-02 09:30:00,138.0,139.05999755859375,137.74000549316406,138.9199981689453,138.9199981689453,1446598
2021-06-02 10:30:00,138.9199981689453,139.22999572753906,138.82000732421875,139.02999877929688,139.02999877929688,1041202
2021-06-02 11:30:00,139.02999877929688,139.11500549316406,138.5399932861328,138.60000610351562,138.60000610351562,422481
2021-06-02 12:30:00,138.58999633789062,138.67999267578125,138.14999389648438,138.25,138.25,310263
2021-06-02 13:30:00,138.25,138.36500549316406,138.01699829101562,138.32000732421875,138.32000732421875,466505
2021-06-02 14:30:00,138.32000732421875,138.42999267578125,138.2301025390625,138.36000061035156,138.36000061035156,576129
2021-06-02 15:30:00,138.3699951171875,138.69000244140625,138.27999877929688,138.66000366210938,138.66000366210938,649553
2021-06-03 09:30:00,137.5500030517578,137.69000244140625,136.5399932861328,137.08999633789062,137.08999633789062,1512327
2021-06-03 10:30:00,137.0500030517578,138.10000610351562,136.6999969482422,137.8000030517578,137.8000030517578,1152679
2021-06-03 11:30:00,137.7899932861328,137.84500122070312,137.39999389648438,137.6199951171875,137.6199951171875,668516
2021-06-03 12:30:00,137.61000061035156,137.94500732421875,137.4949951171875,137.92999267578125,137.92999267578125,695486
2021-06-03 13:30:00,137.9199981689453,137.97500610351562,137.55999755859375,137.5800018310547,137.5800018310547,511554
2021-06-03 14:30:00,137.5749969482422,137.6999969482422,137.39999389648438,137.60499572753906,137.60499572753906,570983
2021-06-03 15:30:00,137.6199951171875,137.64999389648438,137.2899932861328,137.3699951171875,137.3699951171875,1009803
2021-06-04 09:30:00,138.22000122070312,139.66000366210938,138.22000122070312,139.44000244140625,139.44000244140625,1330170
2021-06-04 10:30:00,139.4499969482422,139.85000610351562,139.36000061035156,139.8000030517578,139.8000030517578,915294
2021-06-04 11:30:00,139.8000030517578,139.80999755859375,139.5399932861328,139.75999450683594,139.75999450683594,521267
2021-06-04 12:30:00,139.75999450683594,139.91000366210938,139.6699981689453,139.68899536132812,139.68899536132812,409271
2021-06-04 13:30:00,139.69000244140625,140.0699005126953,139.68629455566406,140.0500030517578,140.0500030517578,539755
2021-06-04 14:30:00,140.0500030517578,140.17930603027344,139.94500732421875,139.96499633789062,139.96499633789062,721172
2021-06-04 15:30:00,139.96499633789062,140.13999938964844,139.80999755859375,139.97999572753906,139.97999572753906,979437
2021-06-07 09:30:00,139.89999389648438,140.14999389648438,139.57000732421875,139.75999450683594,139.75999450683594,1444561
2021-06-07 10:30:00,139.77000427246094,139.86000061035156,139.39999389648438,139.44000244140625,139.44000244140625,1160731
2021-06-07 11:30:00,139.44000244140625,139.57000732421875,139.30999755859375,139.4499969482422,139.4499969482422,909035
2021-06-07 12:30:00,139.4499969482422,139.57000732421875,139.30499267578125,139.375,139.375,591661
2021-06-07 13:30:00,139.3800048828125,139.5399932861328,139.35000610351562,139.49000549316406,139.49000549316406,401869
2021-06-07 14:30:00,139.49000549316406,139.89999389648438,139.40499877929688,139.8249969482422,139.8249969482422,484926
